,hour,dayofweek,month,year,season,holiday,workingday,weather,temp,humidity,windspeed,count
5076,14,0,12,2011,4,0,1,2,18.86,67,0.0,133
22,22,5,1,2011,1,0,0,2,16.4,94,15.0013,28
9315,12,1,9,2012,3,0,1,1,26.24,33,0.0,316
4479,16,1,10,2011,4,0,1,1,25.42,57,16.9979,304
10619,21,5,12,2012,4,0,0,2,14.76,100,0.0,209
576,4,0,2,2011,1,0,1,1,8.2,86,0.0,2
1027,8,0,3,2011,1,0,1,1,8.2,75,26.0027,211
7764,21,6,6,2012,2,0,0,1,25.42,43,11.0014,246
5108,22,1,12,2011,4,0,1,3,18.86,100,11.0014,87
10756,14,4,12,2012,4,0,1,1,16.4,43,12.998,299
7582,7,1,5,2012,2,0,1,3,22.96,94,8.9981,92
1519,4,5,4,2011,2,0,0,3,12.3,100,16.9979,3
3418,8,4,8,2011,3,0,1,1,27.88,39,15.0013,426
9144,9,1,9,2012,3,0,1,2,29.52,79,15.0013,323
8035,4,4,6,2012,2,0,1,1,22.96,83,11.0014,14
3565,11,3,8,2011,3,0,1,1,31.16,58,16.9979,141
7468,13,3,5,2012,2,0,1,1,22.14,39,30.0026,318
1797,19,6,5,2011,2,0,0,2,18.86,84,7.0015,178
9109,22,6,9,2012,3,0,0,3,27.88,83,8.9981,166
1690,8,5,4,2011,2,0,0,3,16.4,87,23.9994,45
6502,4,3,3,2012,1,0,1,1,18.04,72,19.0012,2
3771,3,3,9,2011,3,0,1,3,25.42,94,0.0,2
2599,5,3,6,2011,2,0,1,1,24.6,64,12.998,25
10110,15,1,11,2012,4,0,1,1,13.94,46,16.9979,272
2292,10,4,6,2011,2,0,1,1,25.42,33,16.9979,161
2983,5,2,7,2011,3,0,1,1,30.34,58,12.998,26
6779,18,0,3,2012,1,0,1,1,26.24,57,16.9979,801
372,0,0,1,2011,1,1,0,2,8.2,47,15.0013,17
7366,7,6,5,2012,2,0,0,3,21.32,83,11.0014,36
5249,19,0,12,2011,4,0,1,1,11.48,61,6.0032,241
6550,4,5,3,2012,1,0,0,1,9.84,41,23.9994,4
787,6,2,2,2011,1,0,1,1,8.2,55,15.0013,33
453,23,1,2,2011,1,0,1,3,8.2,93,12.998,16
2554,8,1,6,2011,2,0,1,1,23.78,49,26.0027,486
1388,17,6,4,2011,2,0,0,2,18.86,28,8.9981,274
6255,21,3,2,2012,1,0,1,2,13.94,81,7.0015,145
7380,21,6,5,2012,2,0,0,1,22.96,73,12.998,203
5730,22,4,1,2012,1,0,1,1,8.2,47,22.0028,65
8127,0,1,6,2012,2,0,1,2,24.6,78,11.0014,35
7410,3,1,5,2012,2,0,1,2,21.32,68,19.0012,6
4994,4,4,12,2011,4,0,1,1,9.02,80,0.0,3
5757,1,6,1,2012,1,0,0,2,6.56,47,19.9995,42
10236,22,6,11,2012,4,0,0,1,17.22,71,12.998,134
2914,8,6,7,2011,3,0,0,1,29.52,66,0.0,92
3250,8,4,8,2011,3,0,1,1,28.7,65,15.0013,454
4612,6,5,11,2011,4,0,0,1,10.66,60,16.9979,23
1473,6,3,4,2011,2,0,1,1,13.12,81,16.9979,64
1968,22,6,5,2011,2,0,0,1,20.5,88,6.0032,115
6752,15,6,3,2012,1,0,0,1,22.14,68,6.0032,554
10722,4,3,12,2012,4,0,1,2,10.66,56,12.998,8
9613,22,3,10,2012,4,0,1,1,26.24,47,8.9981,232
7646,23,3,5,2012,2,0,1,1,22.14,49,8.9981,166
5863,12,3,1,2012,1,0,1,1,8.2,51,12.998,111
8923,4,1,8,2012,3,0,1,2,27.88,83,12.998,5
1507,16,4,4,2011,2,0,1,2,13.12,93,16.9979,60
5479,10,1,1,2012,1,0,1,1,6.56,47,31.0009,60
8982,15,3,8,2012,3,0,1,1,32.8,33,16.9979,260
2171,9,1,5,2011,2,0,1,2,22.14,88,16.9979,207
10137,18,2,11,2012,4,0,1,2,13.12,53,23.9994,465
4851,5,1,11,2011,4,0,1,1,22.14,68,19.0012,28
6435,9,0,3,2012,1,0,1,2,9.02,60,6.0032,197
6427,1,0,3,2012,1,0,1,1,9.84,48,8.9981,6
10043,20,5,11,2012,4,0,0,1,13.94,53,8.9981,181
4941,23,4,11,2011,4,0,1,1,10.66,60,8.9981,59
10440,10,5,12,2012,4,0,0,2,11.48,89,11.0014,256
2828,18,2,7,2011,3,0,1,1,31.16,62,12.998,563
6335,5,3,3,2012,1,0,1,1,19.68,88,11.0014,18
8134,7,1,6,2012,2,0,1,2,24.6,78,8.9981,480
9802,19,4,10,2012,4,0,1,1,17.22,41,15.0013,493
459,5,2,2,2011,1,0,1,3,9.02,93,7.0015,3
8876,5,6,8,2012,3,0,0,1,26.24,61,12.998,10
6500,2,3,3,2012,1,0,1,1,18.86,63,26.0027,11
1250,22,2,3,2011,1,0,1,2,16.4,62,26.0027,59
3567,13,3,8,2011,3,0,1,1,32.8,52,23.9994,187
4581,23,3,11,2011,4,0,1,1,16.4,82,6.0032,95
3224,6,3,8,2011,3,0,1,2,27.88,89,19.9995,97
7873,10,4,6,2012,2,0,1,1,27.06,47,16.9979,249
9535,16,0,10,2012,4,0,1,2,25.42,46,16.9979,459
5214,8,6,12,2011,4,0,0,1,6.56,69,0.0,72
4365,22,3,10,2011,4,0,1,1,25.42,83,12.998,114
2701,11,4,7,2011,3,0,1,1,32.8,26,0.0,214
8626,19,2,8,2012,3,0,1,1,30.34,66,16.9979,652
696,8,5,2,2011,1,0,0,1,5.74,86,8.9981,30
8802,3,3,8,2012,3,0,1,1,27.88,83,6.0032,6
4932,14,4,11,2011,4,0,1,1,13.94,31,8.9981,154
9103,16,6,9,2012,3,0,0,1,30.34,70,0.0,474
3209,15,2,8,2011,3,0,1,2,28.7,79,8.9981,118
3724,3,1,9,2011,3,0,1,3,22.14,94,19.9995,1
4086,7,6,10,2011,4,0,0,1,13.94,76,12.998,29
5326,0,4,12,2011,4,0,1,1,20.5,72,22.0028,72
7,7,5,1,2011,1,0,0,1,8.2,86,0.0,3
9764,5,3,10,2012,4,0,1,1,14.76,50,11.0014,42
6940,12,5,4,2012,2,0,0,1,18.86,23,26.0027,590
4503,17,2,10,2011,4,0,1,3,22.96,94,11.0014,181
7551,0,0,5,2012,2,0,1,2,24.6,56,16.9979,35
1005,9,6,3,2011,1,0,0,2,17.22,100,19.0012,22
8402,11,2,7,2012,3,0,1,2,31.16,58,8.9981,229
5319,17,3,12,2011,4,0,1,2,21.32,59,19.0012,324
3693,19,6,9,2011,3,0,0,1,30.34,70,12.998,328
8269,22,3,7,2012,3,0,1,1,33.62,59,8.9981,225
3049,23,4,7,2011,3,0,1,1,26.24,61,11.0014,167
8771,20,1,8,2012,3,0,1,2,30.34,70,8.9981,448
5472,3,1,1,2012,1,0,1,1,6.56,55,19.0012,2
3576,22,3,8,2011,3,0,1,2,28.7,74,7.0015,135
6332,2,3,3,2012,1,0,1,2,18.86,94,19.0012,6
4933,15,4,11,2011,4,0,1,1,13.94,29,8.9981,178
1332,9,4,4,2011,2,0,1,1,13.12,70,23.9994,173
1285,10,4,3,2011,1,0,1,1,21.32,53,19.0012,117
6181,19,0,2,2012,1,0,1,1,13.94,25,8.9981,263
1763,9,1,4,2011,2,0,1,3,21.32,63,6.0032,162
6456,6,1,3,2012,1,0,1,1,7.38,51,7.0015,102
4272,1,0,10,2011,4,1,0,1,19.68,88,0.0,34
8309,14,5,7,2012,3,0,0,2,39.36,30,8.9981,308
6587,18,6,3,2012,1,0,0,1,21.32,29,19.0012,389
1177,18,6,3,2011,1,0,0,1,16.4,43,23.9994,147
725,14,6,2,2011,1,0,0,2,16.4,30,27.9993,161
1963,17,6,5,2011,2,0,0,3,23.78,49,19.0012,351
1760,6,1,4,2011,2,0,1,2,19.68,67,0.0,65
5043,5,6,12,2011,4,0,0,1,10.66,81,0.0,4
8277,6,4,7,2012,3,0,1,1,30.34,66,12.998,131
1849,23,1,5,2011,2,0,1,2,22.96,68,22.0028,62
9343,16,2,9,2012,3,0,1,1,29.52,37,11.0014,509
6534,12,4,3,2012,1,0,1,1,14.76,34,27.9993,201
10004,5,4,11,2012,4,0,1,2,13.12,66,11.0014,26
4069,14,5,10,2011,4,0,0,2,17.22,71,23.9994,180
10529,3,2,12,2012,4,0,1,1,19.68,67,8.9981,7
7092,21,4,4,2012,2,0,1,1,20.5,36,0.0,189
6396,18,5,3,2012,1,0,0,1,20.5,25,16.9979,303
10591,17,4,12,2012,4,0,1,2,15.58,66,0.0,568
10193,3,5,11,2012,4,0,0,1,12.3,81,0.0,20
5134,0,3,12,2011,4,0,1,2,10.66,87,19.9995,21
7903,16,5,6,2012,2,0,0,1,33.62,24,12.998,534
6081,15,3,2,2012,1,0,1,1,13.12,36,19.9995,134
2753,15,6,7,2011,3,0,0,1,34.44,53,19.9995,376
6463,13,1,3,2012,1,0,1,1,12.3,39,8.9981,164
6267,9,4,2,2012,1,0,1,2,10.66,100,0.0,283
6068,2,3,2,2012,1,0,1,1,9.02,80,8.9981,2
3903,16,1,9,2011,3,0,1,1,30.34,51,15.0013,292
9319,16,1,9,2012,3,0,1,1,28.7,28,8.9981,536
5037,23,5,12,2011,4,0,0,1,12.3,70,8.9981,85
5277,23,1,12,2011,4,0,1,1,10.66,70,0.0,59
1188,6,0,3,2011,1,0,1,1,10.66,65,8.9981,28
1261,9,3,3,2011,1,0,1,1,16.4,62,16.9979,185
5678,18,2,1,2012,1,0,1,3,13.94,87,12.998,98
4384,17,4,10,2011,4,0,1,1,23.78,46,27.9993,481
4607,1,5,11,2011,4,0,0,1,13.12,45,19.9995,62
649,7,3,2,2011,1,0,1,1,4.1,50,27.9993,99
9781,22,3,10,2012,4,0,1,1,16.4,66,11.0014,177
8943,0,2,8,2012,3,0,1,1,28.7,61,12.998,60
9079,16,5,9,2012,3,0,0,2,34.44,49,11.0014,462
4792,18,5,11,2011,4,0,0,1,17.22,58,12.998,203
6831,23,0,4,2012,2,0,1,1,18.04,35,11.0014,66
2573,3,2,6,2011,2,0,1,1,20.5,68,16.9979,1
4052,21,0,9,2011,3,0,1,2,22.96,68,11.0014,200
3982,23,4,9,2011,3,0,1,1,20.5,59,0.0,126
4825,3,0,11,2011,4,0,1,1,18.04,67,19.0012,7
4263,16,6,10,2011,4,0,0,1,27.06,50,8.9981,470
10682,12,1,12,2012,4,0,1,2,14.76,53,30.0026,226
8273,2,4,7,2012,3,0,1,1,31.16,62,8.9981,17
3017,15,3,7,2011,3,0,1,1,31.16,33,19.9995,180
9511,16,2,9,2012,3,0,1,1,25.42,35,0.0,466
3204,10,2,8,2011,3,0,1,3,30.34,58,6.0032,68
8946,3,2,8,2012,3,0,1,1,27.06,74,7.0015,11
4538,4,2,11,2011,4,0,1,1,12.3,87,0.0,4
449,19,1,2,2011,1,0,1,2,9.84,81,8.9981,108
6518,20,3,3,2012,1,0,1,2,24.6,43,26.0027,302
10019,20,4,11,2012,4,0,1,2,14.76,46,27.9993,221
9163,4,2,9,2012,3,0,1,1,28.7,79,19.0012,5
5447,1,0,1,2012,1,1,0,1,14.76,43,27.9993,12
10181,15,4,11,2012,4,0,1,1,18.86,36,15.0013,356
8029,22,3,6,2012,2,0,1,2,26.24,65,15.0013,242
10326,16,3,11,2012,4,0,1,2,14.76,57,12.998,342
6318,12,6,2,2012,1,0,0,2,11.48,52,16.9979,255
5501,8,2,1,2012,1,0,1,1,0.82,44,8.9981,315
1632,22,2,4,2011,2,0,1,1,17.22,67,12.998,99
3341,3,1,8,2011,3,0,1,1,29.52,62,0.0,3
8357,14,0,7,2012,3,0,1,2,30.34,55,16.9979,242
3143,21,1,7,2011,3,0,1,1,30.34,74,8.9981,241
9389,14,4,9,2012,3,0,1,2,29.52,45,11.0014,371
8014,7,3,6,2012,2,0,1,1,24.6,60,19.0012,506
8602,19,3,7,2012,3,0,1,1,34.44,44,16.9979,533
9580,13,2,10,2012,4,0,1,2,28.7,74,7.0015,279
6696,7,4,3,2012,1,0,1,2,16.4,87,12.998,278
756,21,0,2,2011,1,0,1,1,14.76,50,35.0008,43
157,20,4,1,2011,1,0,1,1,7.38,47,7.0015,51
9960,9,4,10,2012,4,0,1,2,22.14,94,7.0015,389
2643,1,5,6,2011,2,0,0,1,25.42,83,7.0015,95
9988,13,3,11,2012,4,0,1,2,16.4,58,11.0014,248
8979,12,3,8,2012,3,0,1,1,32.8,33,7.0015,343
1158,22,5,3,2011,1,0,0,1,14.76,71,0.0,63
2836,2,3,7,2011,3,0,1,1,27.06,89,12.998,8
3720,22,0,9,2011,3,1,0,2,24.6,88,39.0007,64
10551,1,3,12,2012,4,0,1,1,10.66,48,19.0012,16
2709,19,4,7,2011,3,0,1,1,31.98,25,12.998,318
4943,1,5,11,2011,4,0,0,1,10.66,52,19.9995,35
6170,8,0,2,2012,1,0,1,1,4.1,54,8.9981,417
4437,22,6,10,2011,4,0,0,1,22.96,49,27.9993,130
2547,1,1,6,2011,2,0,1,1,24.6,49,16.9979,13
10262,0,1,11,2012,4,0,1,2,21.32,83,19.0012,23
8805,6,3,8,2012,3,0,1,1,27.06,83,11.0014,167
3051,1,5,7,2011,3,0,0,1,24.6,69,7.0015,75
5395,21,6,12,2011,4,0,0,1,9.02,64,0.0,89
535,11,5,2,2011,1,0,0,3,9.02,100,8.9981,47
9841,10,6,10,2012,4,0,0,1,22.14,56,12.998,428
2957,3,1,7,2011,3,0,1,2,28.7,79,0.0,8
993,20,5,3,2011,1,0,0,2,18.04,77,22.0028,70
2320,14,5,6,2011,2,0,0,1,30.34,33,15.0013,451
8002,19,2,6,2012,2,0,1,1,28.7,34,26.0027,671
6379,1,5,3,2012,1,0,0,3,14.76,93,0.0,44
4151,0,2,10,2011,4,0,1,1,19.68,77,8.9981,43
1949,3,6,5,2011,2,0,0,1,18.86,72,6.0032,31
6880,0,3,4,2012,2,0,1,1,21.32,23,27.9993,45
8485,22,5,7,2012,3,0,0,1,28.7,79,12.998,225
4605,23,4,11,2011,4,0,1,1,13.12,49,22.0028,89
5997,2,0,2,2012,1,0,1,1,9.02,75,0.0,3
385,13,0,1,2011,1,1,0,2,7.38,47,8.9981,93
8162,11,6,7,2012,3,0,0,1,36.08,39,15.0013,377
8657,2,4,8,2012,3,0,1,1,27.88,79,15.0013,14
911,10,2,3,2011,1,0,1,1,13.12,49,19.0012,76
7252,13,1,5,2012,2,0,1,2,29.52,51,15.0013,249
9274,19,6,9,2012,3,0,0,1,27.06,36,16.9979,496
9999,0,4,11,2012,4,0,1,1,13.94,57,11.0014,50
8628,21,2,8,2012,3,0,1,1,29.52,70,8.9981,320
8512,1,0,7,2012,3,0,1,2,28.7,74,12.998,11
3419,9,4,8,2011,3,0,1,1,29.52,34,8.9981,205
10103,8,1,11,2012,4,0,1,1,9.02,69,11.0014,588
9953,2,4,10,2012,4,0,1,2,22.14,88,0.0,10
6053,11,2,2,2012,1,0,1,2,10.66,65,15.0013,102
6530,8,4,3,2012,1,0,1,2,13.94,42,35.0008,501
1562,23,6,4,2011,2,0,0,1,18.86,88,23.9994,32
2662,20,5,6,2011,2,0,0,2,29.52,58,8.9981,188
2152,14,0,5,2011,2,0,1,1,27.88,51,0.0,193
4850,4,1,11,2011,4,0,1,1,22.96,64,19.9995,7
9851,20,6,10,2012,4,0,0,1,22.14,73,15.0013,246
7500,21,4,5,2012,2,0,1,1,24.6,28,7.0015,270
4057,2,5,10,2011,4,0,0,1,18.86,63,27.9993,67
9509,14,2,9,2012,3,0,1,1,25.42,38,16.9979,286
7409,2,1,5,2012,2,0,1,2,21.32,63,19.9995,16
4553,19,2,11,2011,4,0,1,1,16.4,76,8.9981,282
8992,1,4,8,2012,3,0,1,1,27.06,65,7.0015,54
1294,19,4,3,2011,1,0,1,1,27.06,44,8.9981,190
3213,19,2,8,2011,3,0,1,3,28.7,84,0.0,321
6033,15,1,2,2012,1,0,1,1,18.04,38,12.998,146
9778,19,3,10,2012,4,0,1,1,18.04,51,8.9981,743
10319,9,3,11,2012,4,0,1,2,13.12,61,12.998,323
4129,2,1,10,2011,4,0,1,2,16.4,87,0.0,3
1956,10,6,5,2011,2,0,0,1,23.78,49,8.9981,244
631,12,2,2,2011,1,0,1,2,7.38,40,15.0013,61
5090,4,1,12,2011,4,0,1,3,18.86,88,15.0013,7
8586,3,3,7,2012,3,0,1,1,29.52,70,7.0015,5
3608,6,3,9,2011,3,0,1,1,24.6,78,0.0,105
10282,20,1,11,2012,4,0,1,1,12.3,49,23.9994,223
1030,11,0,3,2011,1,0,1,1,10.66,48,30.0026,60
456,2,2,2,2011,1,0,1,3,9.02,93,8.9981,4
1627,17,2,4,2011,2,0,1,1,18.86,67,19.9995,309
3836,20,5,9,2011,3,0,0,1,27.06,69,7.0015,245
9354,3,3,9,2012,3,0,1,1,21.32,83,0.0,11
650,8,3,2,2011,1,0,1,1,4.1,49,22.0028,178
2365,11,0,6,2011,2,0,1,1,30.34,42,8.9981,111
8180,5,0,7,2012,3,0,1,2,29.52,51,0.0,40
6285,3,5,2,2012,1,0,0,1,11.48,65,7.0015,18
5064,2,0,12,2011,4,0,1,1,13.12,87,0.0,8
8108,5,0,6,2012,2,0,1,3,21.32,83,8.9981,23
5932,9,4,2,2012,1,0,1,1,9.84,65,12.998,270
3454,20,5,8,2011,3,0,0,2,27.88,83,15.0013,183
3521,15,1,8,2011,3,0,1,1,32.8,41,19.9995,159
548,0,6,2,2011,1,0,0,1,10.66,70,12.998,39
4254,7,6,10,2011,4,0,0,1,18.04,86,0.0,44
9064,1,5,9,2012,3,0,0,1,29.52,74,8.9981,79
5787,7,0,1,2012,1,1,0,1,4.1,54,7.0015,33
10828,14,0,12,2012,4,0,1,2,16.4,87,6.0032,181
6172,10,0,2,2012,1,0,1,1,5.74,50,8.9981,71
978,5,5,3,2011,1,0,0,2,12.3,100,8.9981,3
6148,10,6,2,2012,1,0,0,1,4.92,42,23.9994,91
3119,21,0,7,2011,3,0,1,1,30.34,66,12.998,202
6458,8,1,3,2012,1,0,1,1,6.56,59,7.0015,501
7825,10,2,6,2012,2,0,1,1,24.6,46,6.0032,203
8285,14,4,7,2012,3,0,1,1,36.9,31,11.0014,275
6126,12,5,2,2012,1,0,0,2,10.66,81,11.0014,221
5770,14,6,1,2012,1,0,0,1,8.2,32,23.9994,188
3188,18,1,8,2011,3,0,1,2,35.26,34,12.998,556
9052,13,6,8,2012,3,0,0,3,26.24,83,8.9981,162
8747,20,0,8,2012,3,0,1,1,31.16,66,11.0014,457
9895,16,1,10,2012,4,0,1,1,22.14,39,19.0012,446
225,16,0,1,2011,1,0,1,1,8.2,40,8.9981,74
1362,15,5,4,2011,2,0,0,3,13.94,76,26.0027,136
7793,2,1,6,2012,2,0,1,3,21.32,72,19.9995,8
9810,3,5,10,2012,4,0,0,1,13.12,66,15.0013,15
6750,13,6,3,2012,1,0,0,2,18.86,82,11.0014,544
10065,18,6,11,2012,4,0,0,1,14.76,43,15.0013,237
3583,5,4,8,2011,3,0,1,1,26.24,83,0.0,17
547,23,5,2,2011,1,0,0,1,10.66,93,15.0013,59
194,9,6,1,2011,1,0,0,1,4.92,46,35.0008,19
6544,22,4,3,2012,1,0,1,1,13.94,31,32.9975,107
4366,23,3,10,2011,4,0,1,2,23.78,88,12.998,47
744,9,0,2,2011,1,0,1,1,16.4,37,26.0027,130
2870,12,4,7,2011,3,0,1,2,31.16,70,19.0012,213
2553,7,1,6,2011,2,0,1,1,22.96,52,27.9993,365
10576,2,4,12,2012,4,0,1,2,10.66,70,8.9981,11
7432,1,2,5,2012,2,0,1,2,24.6,78,16.9979,14
3589,11,4,8,2011,3,0,1,2,29.52,66,6.0032,165
6208,22,1,2,2012,1,0,1,2,14.76,50,7.0015,77
10196,6,5,11,2012,4,0,0,1,9.84,93,6.0032,16
10741,23,3,12,2012,4,0,1,1,10.66,60,0.0,120
8305,10,5,7,2012,3,0,0,1,37.72,37,15.0013,325
8945,2,2,8,2012,3,0,1,1,27.88,65,0.0,8
3571,17,3,8,2011,3,0,1,3,32.8,46,19.9995,409
9290,11,0,9,2012,3,0,1,1,25.42,43,19.9995,236
6688,23,3,3,2012,1,0,1,1,19.68,72,12.998,97
4837,15,0,11,2011,4,0,1,1,26.24,44,22.0028,195
4376,9,4,10,2011,4,0,1,2,22.96,94,15.0013,180
5873,22,3,1,2012,1,0,1,2,10.66,44,27.9993,90
9827,20,5,10,2012,4,0,0,1,16.4,54,6.0032,255
8372,5,1,7,2012,3,0,1,1,27.06,83,8.9981,42
5061,23,6,12,2011,4,0,0,1,13.94,87,7.0015,45
4935,17,4,11,2011,4,0,1,1,13.12,31,8.9981,378
2530,8,0,6,2011,2,0,1,1,23.78,49,30.0026,476
9327,0,2,9,2012,3,0,1,1,21.32,72,7.0015,49
47,0,0,1,2011,1,0,1,1,9.02,44,23.9994,5
1439,20,1,4,2011,2,0,1,1,13.94,46,19.0012,91
1658,0,4,4,2011,2,1,0,1,18.04,67,0.0,27
3038,12,4,7,2011,3,0,1,1,28.7,48,12.998,238
10365,7,5,11,2012,4,0,0,1,9.84,70,12.998,78
867,14,5,2,2011,1,0,0,1,18.86,15,43.9989,196
1554,15,6,4,2011,2,0,0,1,20.5,77,15.0013,297
3191,21,1,8,2011,3,0,1,1,32.8,52,15.0013,254
5115,5,2,12,2011,4,0,1,3,18.86,100,11.0014,3
8163,12,6,7,2012,3,0,0,1,36.9,37,15.0013,433
9253,22,5,9,2012,3,0,0,2,23.78,78,19.9995,194
6097,7,4,2,2012,1,0,1,1,8.2,59,11.0014,230
1737,7,0,4,2011,2,0,1,1,18.86,63,0.0,168
5834,7,2,1,2012,1,0,1,1,13.12,42,23.9994,263
3700,2,0,9,2011,3,1,0,2,27.88,79,11.0014,39
7113,18,5,4,2012,2,0,0,2,25.42,35,15.0013,481
6668,3,3,3,2012,1,0,1,1,20.5,63,0.0,7
6886,6,3,4,2012,2,0,1,1,14.76,46,22.0028,126
3747,2,2,9,2011,3,0,1,2,22.14,94,15.0013,6
10873,11,2,12,2012,4,0,1,1,16.4,54,15.0013,200
9087,0,6,9,2012,3,0,0,2,27.06,89,6.0032,99
7565,14,0,5,2012,2,0,1,2,25.42,73,16.9979,171
2349,19,6,6,2011,2,0,0,1,27.88,65,11.0014,357
4835,13,0,11,2011,4,0,1,1,24.6,49,26.0027,203
10158,16,3,11,2012,4,0,1,1,17.22,16,26.0027,339
7964,5,1,6,2012,2,0,1,3,24.6,88,8.9981,29
7953,18,0,6,2012,2,0,1,2,32.8,43,19.9995,831
8687,8,5,8,2012,3,0,0,1,30.34,72,12.998,181
1268,16,3,3,2011,1,0,1,1,20.5,48,19.0012,142
2779,17,0,7,2011,3,1,0,1,32.8,46,0.0,436
6304,22,5,2,2012,1,0,0,1,16.4,40,30.0026,118
3289,23,5,8,2011,3,0,0,3,28.7,84,19.0012,108
10589,15,4,12,2012,4,0,1,2,14.76,71,11.0014,303
7208,17,2,4,2012,2,0,1,2,17.22,77,12.998,488
1549,10,6,4,2011,2,0,0,2,16.4,87,0.0,150
9572,5,2,10,2012,4,0,1,2,25.42,94,7.0015,34
1099,10,3,3,2011,1,0,1,3,16.4,0,11.0014,17
4009,2,6,9,2011,3,0,0,1,18.04,82,16.9979,89
861,8,5,2,2011,1,0,0,1,15.58,17,39.0007,45
7435,4,2,5,2012,2,0,1,3,22.96,88,15.0013,5
1958,12,6,5,2011,2,0,0,1,24.6,46,6.0032,382
9404,5,5,9,2012,3,0,0,1,23.78,60,35.0008,16
10423,17,0,11,2012,4,0,1,2,17.22,58,12.998,619
3186,16,1,8,2011,3,0,1,1,36.9,25,19.0012,274
7320,9,4,5,2012,2,0,1,1,24.6,78,0.0,294
7223,8,3,4,2012,2,0,1,2,17.22,82,7.0015,677
2325,19,5,6,2011,2,0,0,2,28.7,39,6.0032,285
10268,6,1,11,2012,4,0,1,3,13.12,81,31.0009,50
7336,1,5,5,2012,2,0,0,1,24.6,83,0.0,107
1829,3,1,5,2011,2,0,1,1,22.14,83,19.0012,2
7762,19,6,6,2012,2,0,0,1,27.88,34,19.0012,453
4608,2,5,11,2011,4,0,0,1,12.3,52,22.0028,31
9527,8,0,10,2012,4,0,1,2,18.86,77,7.0015,784
2498,0,6,6,2011,2,0,0,1,27.06,78,15.0013,119
880,3,1,3,2011,1,0,1,1,9.02,69,19.0012,2
10489,11,0,12,2012,4,0,1,1,19.68,77,8.9981,233
3732,11,1,9,2011,3,0,1,3,22.14,83,26.0027,89
4549,15,2,11,2011,4,0,1,1,19.68,51,11.0014,187
6604,11,0,3,2012,1,0,1,1,18.04,44,15.0013,150
6321,15,6,2,2012,1,0,0,2,12.3,49,12.998,253
9492,21,1,9,2012,3,0,1,2,24.6,88,12.998,207
5170,12,4,12,2011,4,0,1,1,14.76,57,19.9995,173
6906,2,4,4,2012,2,0,1,1,14.76,50,26.0027,11
1272,20,3,3,2011,1,0,1,1,17.22,67,15.0013,137
10848,10,1,12,2012,4,0,1,1,18.04,77,6.0032,184
7185,18,1,4,2012,2,0,1,1,26.24,25,19.0012,775
8242,19,2,7,2012,3,1,0,1,35.26,47,15.0013,432
907,6,2,3,2011,1,0,1,1,9.02,55,16.9979,40
3078,4,6,7,2011,3,0,0,1,25.42,73,11.0014,10
1521,6,5,4,2011,2,0,0,2,12.3,93,12.998,13
437,7,1,2,2011,1,0,1,3,6.56,93,0.0,52
4030,23,6,9,2011,3,0,0,1,22.14,68,12.998,54
7319,8,4,5,2012,2,0,1,1,22.96,88,0.0,618
7802,11,1,6,2012,2,0,1,2,22.96,56,12.998,227
3738,17,1,9,2011,3,0,1,2,22.14,88,26.0027,291
4702,0,2,11,2011,4,0,1,1,14.76,87,0.0,13
534,10,5,2,2011,1,0,0,3,8.2,100,8.9981,34
3019,17,3,7,2011,3,0,1,1,30.34,37,8.9981,595
551,3,6,2,2011,1,0,0,1,10.66,60,6.0032,13
3406,20,3,8,2011,3,0,1,1,29.52,37,8.9981,288
3041,15,4,7,2011,3,0,1,1,29.52,45,11.0014,237
7708,13,4,6,2012,2,0,1,1,29.52,70,19.9995,316
7911,0,6,6,2012,2,0,0,1,27.06,69,7.0015,158
9297,18,0,9,2012,3,0,1,1,25.42,35,19.9995,968
6209,23,1,2,2012,1,0,1,2,14.76,50,6.0032,57
8216,17,1,7,2012,3,0,1,2,35.26,30,11.0014,722
3856,16,6,9,2011,3,0,0,1,29.52,51,19.9995,483
3373,11,2,8,2011,3,0,1,1,32.8,41,26.0027,149
9075,12,5,9,2012,3,0,0,2,32.8,55,11.0014,471
3325,11,0,8,2011,3,0,1,1,33.62,48,23.9994,179
7451,20,2,5,2012,2,0,1,3,20.5,82,15.0013,51
127,13,3,1,2011,1,0,1,1,10.66,35,7.0015,67
5528,11,3,1,2012,1,0,1,1,12.3,49,0.0,84
4999,9,4,12,2011,4,0,1,1,11.48,81,0.0,246
1379,8,6,4,2011,2,0,0,1,13.94,57,11.0014,62
2437,11,3,6,2011,2,0,1,1,36.9,42,15.0013,118
10523,21,1,12,2012,4,0,1,2,20.5,63,16.9979,280
9342,15,2,9,2012,3,0,1,1,29.52,37,8.9981,318
8898,3,0,8,2012,3,0,1,1,26.24,69,0.0,6
3076,2,6,7,2011,3,0,0,1,26.24,69,15.0013,94
2479,5,5,6,2011,2,0,0,1,27.88,74,8.9981,16
3489,7,0,8,2011,3,0,1,1,24.6,88,16.9979,258
4176,1,3,10,2011,4,0,1,1,19.68,63,12.998,22
9033,18,5,8,2012,3,0,0,1,30.34,37,11.0014,554
5594,5,6,1,2012,1,0,0,2,13.12,49,7.0015,2
692,4,5,2,2011,1,0,0,1,4.92,74,6.0032,4
2283,1,4,6,2011,2,0,1,1,24.6,38,23.9994,22
2261,3,3,6,2011,2,0,1,1,27.06,44,7.0015,4
761,2,1,2,2011,1,0,1,1,11.48,41,46.0022,3
